2093,E07000009,87166
2093,E07000012,153450
2094,E07000008,133007
2094,E07000009,86664
2094,E07000012,152917
2095,E07000008,133457
2095,E07000009,86157
2095,E07000012,152374
2096,E07000008,133918
2096,E07000009,85645
2096,E07000012,151820
2097,E07000008,134390
2097,E07000009,85128
2097,E07000012,151256
2098,E07000008,134874
2098,E07000009,84607
2098,E07000012,150683
2099,E07000008,135371
2099,E07000009,84083
2099,E07000012,150100
2100,E07000008,135883
2100,E07000009,83557
2100,E07000012,149511
