2093,E07000009,164711
2093,E07000012,291903
2094,E07000008,208337
2094,E07000009,164678
2094,E07000012,292726
2095,E07000008,208968
2095,E07000009,164629
2095,E07000012,293531
2096,E07000008,209579
2096,E07000009,164564
2096,E07000012,294316
2097,E07000008,210169
2097,E07000009,164484
2097,E07000012,295082
2098,E07000008,210740
2098,E07000009,164387
2098,E07000012,295828
2099,E07000008,211292
2099,E07000009,164275
2099,E07000012,296554
2100,E07000008,211823
2100,E07000009,164149
2100,E07000012,297258
